Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
-0.743,Sun Nov 05 22:27:18 +0000 2017,0.247,0.701,0.052,"RT @BBCSport: Some sad news to bring you.

Former Stoke City defender Dionatan Teixeira has died at the age of 25.

https://t.co/L2KH7PCvqD…",0,@BBC
-0.7351,Sun Nov 05 21:32:03 +0000 2017,0.267,0.733,0.0,"🤦😂 @LiamPayne &amp; @gregjames, a fake moustache and a lift. What could possibly go wrong? #SLFN is on @BBCiPlayer now.… https://t.co/wA9yBPWNHQ",1,@BBC
0.5574,Sun Nov 05 20:49:53 +0000 2017,0.0,0.825,0.175,"RT @BBCOne: Q: How many tickles does it take to make a squid laugh?
A: Ten tickles. 

#BluePlanet2 https://t.co/fhKPOUBp5U",2,@BBC
0.3818,Sun Nov 05 20:47:59 +0000 2017,0.109,0.714,0.176,RT @bbcstrictly: That shock result has left us spinning. RT to show your love for @AstonMerrygold and @JManrara 💖 https://t.co/KJVszLhB2k,3,@BBC
0.2732,Sun Nov 05 20:46:18 +0000 2017,0.0,0.826,0.174,"RT @BBCTwo: Well, you don't see that every day... #RobotWars https://t.co/sLq92M7mqY",4,@BBC
0.4404,Sun Nov 05 20:46:10 +0000 2017,0.0,0.707,0.293,RT @BBCOne: Can’t beat a good accessory. 👑 #BluePlanet2 https://t.co/mRZZEdwmlO,5,@BBC
0.5574,Sun Nov 05 20:46:01 +0000 2017,0.0,0.825,0.175,RT @BBCPanorama: Watch our #paradisepapers investigation into the offshore secrets of the rich &amp; famous on iPlayer.  https://t.co/MIH4CMbhZ…,6,@BBC
-0.6705,Sun Nov 05 20:08:11 +0000 2017,0.191,0.809,0.0,"RT @BBCBreaking: At least 27 people killed in Texas church shooting, police commissioner in Sutherland Springs tells US media https://t.co/…",7,@BBC
0.0,Sun Nov 05 19:35:03 +0000 2017,0.0,1.0,0.0,🎥 @LouisTheroux meets disaffected former members of the Church of Scientology. #MyScientologyMovie. Tonight at 9pm… https://t.co/5hRLxriwiW,8,@BBC
-0.4215,Sun Nov 05 19:02:04 +0000 2017,0.203,0.797,0.0,When your other half cheats on you with #StrangerThings. 😡 Via @BBCTheSocial. https://t.co/NOpHOfbIKb,9,@BBC
0.0,Sun Nov 05 18:31:08 +0000 2017,0.0,1.0,0.0,😋 Family favourites at their finest. Check out these recipes for 10 absolute classics. 👉 https://t.co/kFD6BsfO6q https://t.co/xw1Q5SYadk,10,@BBC
0.4939,Sun Nov 05 18:01:02 +0000 2017,0.0,0.758,0.242,Second hand smoke affects our pets too. 🚭🐶 Via @BBCBreakfast. https://t.co/TCdA8m85dm,11,@BBC
0.0,Sun Nov 05 17:29:05 +0000 2017,0.0,1.0,0.0,It took more than 1 man on a single night to nearly change the course of British history. 🔥 #BonfireNight.… https://t.co/RnzZm8yh9j,12,@BBC
0.0,Sun Nov 05 17:01:05 +0000 2017,0.0,1.0,0.0,"'It's one of those stories you think you know. Then you realise you just don't.'

Do you know the real… https://t.co/M8np5ep1yz",13,@BBC
-0.1027,Sun Nov 05 16:30:06 +0000 2017,0.062,0.938,0.0,"💰🥃 How much would you pay for a cask of rare Scotch whisky? An anonymous buyer in Hong Kong just dropped £285,000.… https://t.co/ZzUInzNqEo",14,@BBC
0.0,Sun Nov 05 16:02:04 +0000 2017,0.0,1.0,0.0,"#PeakyBlinders series 4 returns to @BBCTwo, Wednesday 15th November at 9pm. https://t.co/lbVlyzhb4p",15,@BBC
0.0,Sun Nov 05 15:32:01 +0000 2017,0.0,1.0,0.0,"Tonight, #BluePlanet2 makes a groundbreaking journey to the depths of the ocean. 8pm on @BBCOne. 🐟 🐡 🐙… https://t.co/S3gcHqmTMf",16,@BBC
-0.3182,Sun Nov 05 15:00:21 +0000 2017,0.173,0.827,0.0,Moynaq: The port city that lost its water. 💦 Via @BBC_Travel. https://t.co/Qr1ZLExpBb https://t.co/G8QxO8qAZ5,17,@BBC
0.3802,Sun Nov 05 14:30:05 +0000 2017,0.0,0.844,0.156,"Having a bonfire today? 🔥
Make sure you think about the hedgehogs! Via @BBCSpringwatch.

More 👉… https://t.co/zbHOX6yl9O",18,@BBC
0.5994,Sun Nov 05 14:00:17 +0000 2017,0.0,0.782,0.218,From wild goats to woodland walks - here are your pictures of beautiful Scotland. 📷 https://t.co/sv03yk0H76 https://t.co/KHKNGXcROU,19,@BBC
0.0,Sun Nov 05 13:30:06 +0000 2017,0.0,1.0,0.0,"Can @Joe_Sugg zip it for 30s? 
If chatting is your thing, how about a sponsored silence for #CiN? 
More ideas here… https://t.co/OPA2UMuuPZ",20,@BBC
0.0,Sun Nov 05 13:00:08 +0000 2017,0.0,1.0,0.0,Guy Fawkes: Why do bonfires still burn 400 years on? 🔥 #BonfireNight #GuyFawkesNight. https://t.co/dAKAZY4ZEX https://t.co/lsiivkKSgk,21,@BBC
0.0,Sun Nov 05 12:01:01 +0000 2017,0.0,1.0,0.0,🐙 A group of octopuses were seen taking a leisurely stroll along a Ceredigion beach last Friday night. Via… https://t.co/n3jq0oNT7J,22,@BBC
0.0772,Sun Nov 05 11:00:06 +0000 2017,0.0,0.942,0.058,🏙By 2050 70% of the world's population will be living in cities. Time to radically rethink what we want from a city… https://t.co/pz5xleBKWz,23,@BBC
-0.2349,Sun Nov 05 10:05:04 +0000 2017,0.096,0.852,0.052,"⚽️✊ When the boys wouldn't let them play football, these girls took matters into their own hands. Via @BBC100Women. https://t.co/0j68Wbrr3Z",24,@BBC
0.0,Sun Nov 05 09:30:26 +0000 2017,0.0,1.0,0.0,".@LindaRobson58, @tomallencomedy, @misJORGIEPORTER &amp; @OreOduba star in @GrumpyLGoodman's Partners in Rhyme:… https://t.co/SLJlz8D01M",25,@BBC
0.0,Sun Nov 05 09:30:09 +0000 2017,0.0,1.0,0.0,"🎬 From the new Pixar animation to Oscar-favourite coming-of-age stories, here are 10 films to watch this November.👉… https://t.co/NqtcuUqOXN",26,@BBC
0.0,Sun Nov 05 09:24:59 +0000 2017,0.0,1.0,0.0,"RT @BBCWthrWatchers: Morning all! Only one way to start our Sunday and that's with a bit of ...

🎆Oooooooooo! 🎆 Aahhhhhhhhhh!🎆 https://t.co…",27,@BBC
0.3818,Sun Nov 05 09:24:54 +0000 2017,0.0,0.822,0.178,"RT @BBCSpringwatch: Stunning capture of puffins at the Isle of May, Scotland. https://t.co/cBWxx9rQav",28,@BBC
0.2263,Sun Nov 05 09:24:48 +0000 2017,0.0,0.917,0.083,RT @BBCFood: Heading to the fireworks later? Put this in the slow cooker and warm up when you get home https://t.co/EPJfvmFkfS https://t.co…,29,@BBC
0.8316,Sun Nov 05 09:24:40 +0000 2017,0.0,0.729,0.271,"RT @bbcstrictly: Debbie’s Tango gets a remarkable reaction from Craig, and Ruth’s Paso doesn’t quite go to plan. Watch the best bits from #…",30,@BBC
0.0,Sun Nov 05 08:30:15 +0000 2017,0.0,1.0,0.0,🎇🎆 Why do we have Bonfire Night and fireworks displays every November 5 in the UK? https://t.co/lYBHme3LJZ https://t.co/qln8Tk64FN,31,@BBC
0.7096,Sun Nov 05 08:01:01 +0000 2017,0.0,0.688,0.312,🥚🍳 Eggs for breakfast anyone? @Nigella_Lawson shares her secret for poached perfection. Via @BBC5Live. https://t.co/vnyAxh4gGU,32,@BBC
-0.2406,Sat Nov 04 21:24:11 +0000 2017,0.085,0.915,0.0,"RT @bbcmusic: ""What do you think of Chip N Pin House..?"" 😆😂
Did you miss last night's #SLFN with @LiamPayne?
Catch up 👉 https://t.co/6VxEw9…",33,@BBC
0.0,Sat Nov 04 21:03:00 +0000 2017,0.0,1.0,0.0,RT @bbcstrictly: The first 40 of #Strictly 2017! For @thedebbiemcgee and @pernicegiovann1! https://t.co/QOmbUBbH9U,34,@BBC
0.296,Sat Nov 04 20:03:04 +0000 2017,0.124,0.702,0.174,"Tonight, Josh is back and at his irritated best. @JoshWiddicombe: What Do I Do Now... 9pm on @BBCTwo. 😂… https://t.co/Do2c1i94m7",35,@BBC
-0.8271,Sat Nov 04 19:30:01 +0000 2017,0.42,0.58,0.0,.@LouisTheroux spends time with those battling the psychiatric disorder with the highest death rate.… https://t.co/2BHScuxQB5,36,@BBC
0.0,Sat Nov 04 18:54:03 +0000 2017,0.0,1.0,0.0,"Tonight, I Know Who You Are returns. 9pm on @BBCFour. https://t.co/DfGhcMNagW https://t.co/ecgQjgPaIx",37,@BBC
0.0772,Sat Nov 04 18:30:11 +0000 2017,0.086,0.817,0.097,🥕 You don't have to spend lots of time peeling &amp; chopping to make moreish veggie meals. These are ready in no time.… https://t.co/x8cDwQQVJd,38,@BBC
0.0,Sat Nov 04 18:01:03 +0000 2017,0.0,1.0,0.0,"🐝🦋🐛 'Anything that flies &amp; crawls, I illustrate them.' ~ @RLewington2.
Via @BBCSpringwatch. https://t.co/o2fbgbTVBw",39,@BBC
-0.3182,Sat Nov 04 17:30:08 +0000 2017,0.173,0.827,0.0,"'I lost £5,000 in 48 hours on fixed-odds betting machines.' https://t.co/8wIVhcOP7n https://t.co/D0GELRXjwe",40,@BBC
0.25,Sat Nov 04 17:00:04 +0000 2017,0.0,0.92,0.08,"Israa &amp; her family fled Syria in 2015. Now granted asylum in Germany, she’s rebuilt her life &amp; can go to school aga… https://t.co/pTFFUJQ3Lj",41,@BBC
0.3612,Sat Nov 04 16:31:01 +0000 2017,0.073,0.777,0.15,"Pro surfer, Heidar Logi braves Iceland's freezing conditions to surf under the Northern Lights. 🌊🏄 Via… https://t.co/6cPd5lVami",42,@BBC
0.7929,Sat Nov 04 16:00:06 +0000 2017,0.0,0.719,0.281,"What would you do if you won the lottery? Buy a house? Travel? 

Rachel Lapierre set up the charity, @LHumanitaire.… https://t.co/Xu0ld6bBAn",43,@BBC
0.4877,Sat Nov 04 15:32:06 +0000 2017,0.0,0.843,0.157,"Amy Winehouse, @Adele, @LoyleCarner &amp; @EllaEyre all went to @TheBRITSchool. But it's more than just a fame academy.… https://t.co/u4UL7qZKCr",44,@BBC
0.0,Sat Nov 04 15:00:12 +0000 2017,0.0,1.0,0.0,Trucker culture is dying with automation – and with it millions of jobs. 🚛 https://t.co/UgdVkYIbFU https://t.co/71XSYxlaZt,45,@BBC
0.5994,Sat Nov 04 14:53:43 +0000 2017,0.0,0.837,0.163,"RT @BBCMOTD: Peter Crouch = super sub.

His 15th goal as a sub.

Only Defoe (23), Kanu and Solskjaer (17) have more.

https://t.co/8UftsSAX…",46,@BBC
0.0,Sat Nov 04 14:53:11 +0000 2017,0.0,1.0,0.0,"RT @BBCSport: FT England 29-10 Lebanon

Get all the reaction on @BBCTwo &amp; @5liveSport Extra 👉 https://t.co/KklI8h3yma #RLWC2017 #bbcrl #ENG…",47,@BBC
0.0,Sat Nov 04 14:52:17 +0000 2017,0.0,1.0,0.0,"RT @BBCSport: Felipe Massa will retire from #F1  at the end of this season.

Find out more👉 https://t.co/STCmQnwvzK https://t.co/eSlDcW15wV",48,@BBC
0.4588,Sat Nov 04 14:44:58 +0000 2017,0.0,0.857,0.143,"RT @BBCOne: Welcome to the family business. 

@jginorton leads an all-star cast in #McMafia. Coming soon to @BBCOne. https://t.co/We5GwJk4i0",49,@BBC
0.0,Sat Nov 04 14:26:38 +0000 2017,0.0,1.0,0.0,RT @bbcthree: This barber reminds us how small actions can make a big difference. https://t.co/YelP68UZxh,50,@BBC
0.6369,Sat Nov 04 14:26:06 +0000 2017,0.0,0.846,0.154,"Did you know there’s a best time to eat, think &amp; do sport? It’s not just our brain's clock that keeps time for us.… https://t.co/76BDqzsz7k",51,@BBC
-0.6249,Sat Nov 04 14:03:04 +0000 2017,0.362,0.638,0.0,Police discover a suspected 'WW2 bomb' is actually a big courgette. https://t.co/YyKrAVnycQ https://t.co/vdZnam8Bjt,52,@BBC
-0.3612,Sat Nov 04 13:30:07 +0000 2017,0.122,0.878,0.0,"'We have our stories, struggles &amp; power. We just need to be represented.' Meet the photographer reframing beauty.📸✊… https://t.co/bPTmyHcNfy",53,@BBC
0.0,Sat Nov 04 13:03:09 +0000 2017,0.0,1.0,0.0,🚀 ✨ Did you know that Disney is the largest consumer of fireworks in the world? More firework facts 👉… https://t.co/QLVen2LXWX,54,@BBC
0.0,Sat Nov 04 12:32:03 +0000 2017,0.0,1.0,0.0,Can’t get enough of #BluePlanet2? Take a deeper dive into the science of the show with this podcast. 👉… https://t.co/qhoRuQ0PXz,55,@BBC
-0.3182,Sat Nov 04 12:03:04 +0000 2017,0.119,0.881,0.0,"Twitter users were left confused after the name ""Sue"" was discovered etched into an Oxfordshire field. #WhoIsSue… https://t.co/VZFnZ62n7A",56,@BBC
-0.25,Sat Nov 04 11:30:05 +0000 2017,0.172,0.693,0.135,"To celebrate Murder on the Orient Express hitting UK cinemas, here are seven train movies to set the pulse racing.… https://t.co/PqTALE0vcn",57,@BBC
0.0,Sat Nov 04 11:01:02 +0000 2017,0.0,1.0,0.0,Someone has farted on @grahnort's sofa...but who was it? 😂 (Via @BBCOne) https://t.co/zG2YvGvac9,58,@BBC
-0.1531,Sat Nov 04 10:30:05 +0000 2017,0.155,0.675,0.171,There remains intense interest in Ruan Lingyu &amp; the mystery surrounding her death. Who was the enigmatic film star?… https://t.co/hFtAJiePry,59,@BBC
-0.1779,Sat Nov 04 09:30:04 +0000 2017,0.195,0.805,0.0,Gossip travels fast in Shetland. 😂 Via @BBCTheSocial. https://t.co/vzZq1YZUYI,60,@BBC
0.8225,Sat Nov 04 09:24:21 +0000 2017,0.0,0.699,0.301,"RT @BBCCiN: The best brains in Britain are building life-changing solutions for children in the #CiN Big Life Fix special.

@BBCTwo​ Wed 8t…",61,@BBC
0.4019,Sat Nov 04 09:23:31 +0000 2017,0.0,0.856,0.144,"RT @CBeebiesHQ: Whatever the weather, keep your kids entertained this #autumn with these 5 ideas...

🍁🍂 https://t.co/wT8oVaVYqg 🙌

@HEYDUGG…",62,@BBC
0.7351,Sat Nov 04 09:22:39 +0000 2017,0.0,0.788,0.212,"RT @5liveSport: ""My kids saw me in a state that a kid should never see his Dad""

This is powerful stuff: 
Stiliyan Petrov on his brave batt…",63,@BBC
0.7644,Sat Nov 04 09:00:04 +0000 2017,0.0,0.645,0.355,"Happy 2nd birthday @BBCWthrWatchers! 🎈🎉
Keep those stunning photos rolling in. 📸🌤 https://t.co/FOzCyLKlrB https://t.co/Tcy4xYfHWs",64,@BBC
0.0,Sat Nov 04 08:30:06 +0000 2017,0.0,1.0,0.0,The bloodworm is one of the many 'stars' to feature in a venomous animals exhibition at @NHM_London next week. 😵… https://t.co/XxCmXRBhSS,65,@BBC
0.5994,Sat Nov 04 08:03:01 +0000 2017,0.0,0.794,0.206,And...relax. Spend three minutes in the beautiful British countryside with this footage from @BBCSpringwatch's wild… https://t.co/K3XJtvBbtW,66,@BBC
0.3744,Fri Nov 03 23:51:35 +0000 2017,0.0,0.811,0.189,"RT @bbcmusic: ""I'm more of a @CherylOfficial fan actually"" 😂

(Sorry @LiamPayne)

#SLFN https://t.co/MXxDilJSq3",67,@BBC
0.5719,Fri Nov 03 23:51:06 +0000 2017,0.0,0.764,0.236,"RT @BBCSport: The perfect recipe for an FA Cup classic.

#WinnerStaysOn #bbcfacup https://t.co/wP1fszdCvU",68,@BBC
0.0,Fri Nov 03 23:50:05 +0000 2017,0.0,1.0,0.0,"RT @BBCNewsbeat: Beyoncé, here's some advice from the cast of The Lion King musical in London 🦁

""Try not to outshine [the rest of the cast…",69,@BBC
-0.5994,Fri Nov 03 19:31:04 +0000 2017,0.206,0.794,0.0,"In childbirth, a simple light can be the difference between life &amp; death. 💡#BBCInnovators #SoCent @BBCWorldService.… https://t.co/mNFqNg0glJ",70,@BBC
-0.6249,Fri Nov 03 19:05:01 +0000 2017,0.24,0.76,0.0,"'When I Google @Harry_Styles worst outfit, it's all the same picture'. 😂 Watch #HarryStylesAtTheBBC 👉… https://t.co/UjOJ1LcyQt",71,@BBC
-0.2942,Fri Nov 03 18:30:08 +0000 2017,0.144,0.856,0.0,"🥐🎄✨ Forget about the Cronut, a mince pie croissant is coming for Christmas! 
https://t.co/mrTI8CLn2r https://t.co/7BYkA8Vv3n",72,@BBC
-0.6369,Fri Nov 03 18:01:04 +0000 2017,0.259,0.741,0.0,What drives someone to send abusive messages to a stranger online? Via @BBCTheSocial. https://t.co/Cxo8DuEtG6,73,@BBC
0.3818,Fri Nov 03 17:31:05 +0000 2017,0.0,0.843,0.157,"If women suddenly became physically stronger than men, how would society change? 💪👩 https://t.co/qwZ5idgRsX https://t.co/zoJH7Pf6fm",74,@BBC
0.0,Fri Nov 03 17:03:04 +0000 2017,0.0,1.0,0.0,"📺 👀 @EdSheeran, @LiamGallagher and @BigNarstie to appear on Celebrity Gogglebox. https://t.co/Fh0SK8VjP4 https://t.co/6re7dX2vf3",75,@BBC
0.0,Fri Nov 03 17:01:02 +0000 2017,0.0,1.0,0.0,Jumping into the weekend like... #FridayFeeling https://t.co/Bn7SDR8280,76,@BBC
0.7906,Fri Nov 03 16:32:04 +0000 2017,0.0,0.708,0.292,🍟 From @Harry_Styles' love of Sister Act to the way he likes his chips: what we learned from #HarryStylesAtTheBBC.… https://t.co/zHLFRFTXoh,77,@BBC
0.0,Fri Nov 03 16:01:05 +0000 2017,0.0,1.0,0.0,"There's still time to catch up on last week's #SLFN ahead of tonight's show, guest-hosted by @LiamPayne! 🙌😍
Watch 👉… https://t.co/gvwjlpjsVJ",78,@BBC
0.3612,Fri Nov 03 15:25:06 +0000 2017,0.0,0.839,0.161,Ready to watch @Harry_Styles' show again? Us too. 🙌 💜 #HarryStylesAtTheBBC is on @BBCiPlayer now.… https://t.co/V3VkJHKToA,79,@BBC
0.4019,Fri Nov 03 15:09:46 +0000 2017,0.0,0.863,0.137,"RT @bbcpress: Helena Bonham Carter narrates #SayingGoodbye, a special film for #CiN to shed a light on Childhood Bereavement: https://t.co/…",80,@BBC
0.0,Fri Nov 03 14:05:17 +0000 2017,0.0,1.0,0.0,"RT @BBCSpringwatch: Remember, you can catch up with #Autumnwatch for the next few weeks
https://t.co/U7yr1lnpLm https://t.co/B1diCYr9zG",81,@BBC
0.6439,Fri Nov 03 14:04:55 +0000 2017,0.0,0.653,0.347,"RT @bbcmusic: 🙌 @LiamPayne we are SO READY 😍
#SLFN https://t.co/GWU3xAKmpq",82,@BBC
0.8658,Fri Nov 03 14:04:50 +0000 2017,0.0,0.662,0.338,"RT @1Xtra: We've got the awesome @MayaJama for the 1st time 😵 in for @YasminEvans till 16:00 you lucky lucky people 💝

🙏🏾  https://t.co/xZV…",83,@BBC
0.0,Fri Nov 03 14:04:46 +0000 2017,0.0,1.0,0.0,"RT @BBCTwo: Before the #PeakyBlinders return for Series 4, take an animated walk through the story so far... 😍 https://t.co/3JhEYPsOTc",84,@BBC
0.0,Fri Nov 03 14:04:10 +0000 2017,0.0,1.0,0.0,In pictures: here's how the weather looked around the world this week. 🌧🍂🌗 https://t.co/vYCLWW9pu1 https://t.co/KBg4tRImNB,85,@BBC
0.0,Fri Nov 03 13:33:03 +0000 2017,0.0,1.0,0.0,"Scientists think that we've been wearing shoes for 40,000 years. Where did the different styles of shoes start? 👠… https://t.co/rjLMvh8WmF",86,@BBC
0.4215,Fri Nov 03 13:03:09 +0000 2017,0.0,0.865,0.135,"From #PeakyBlinders to Margaret Atwood adaptation Alias Grace, here are ten TV shows to watch this month. 📺🍁☕️… https://t.co/iiUdktBMcl",87,@BBC
-0.4215,Fri Nov 03 12:32:01 +0000 2017,0.236,0.632,0.132,Could this be the solution to Nairobi's housing crisis? Via BBC Minute. https://t.co/tcBiUVvxQ4,88,@BBC
0.34,Fri Nov 03 12:05:03 +0000 2017,0.0,0.844,0.156,Introducing AquaSonic: The concert where musicians sing and play instruments underwater. 🎶💧 https://t.co/Xbrgxyv8mX https://t.co/pibmjQ9vW3,89,@BBC
0.0,Fri Nov 03 11:04:05 +0000 2017,0.0,1.0,0.0,Melted cheese ✔️ Pickle ✔️ Russian dressing ✔️ Introducing: The @HairyBikers' Reuben sandwich.… https://t.co/kBSkwbRgSz,90,@BBC
0.0,Fri Nov 03 10:29:02 +0000 2017,0.0,1.0,0.0,"📀 @KatieMelua to release @BBCCiN's official 2017 single, ‘Fields of Gold’. https://t.co/r5ihzBuvJS #CiN 

More ➡️… https://t.co/D3Q9JEDnYc",91,@BBC
0.3612,Fri Nov 03 09:43:00 +0000 2017,0.0,0.884,0.116,"RT @BBCSport: Even. More. Live. Sport. 👏

Get ready for 1000 extra hours of live streaming on #BBCSPORT in 2018. https://t.co/91Uz5zo9nt",92,@BBC
0.1511,Fri Nov 03 09:37:08 +0000 2017,0.0,0.923,0.077,"RT @bbcpress: We'll tell you what we want, what we really, really want... @GeriHalliwell on Saturday night TV! https://t.co/4G7WzQgSls http…",93,@BBC
0.7906,Fri Nov 03 09:36:17 +0000 2017,0.0,0.632,0.368,RT @BBCRadio2: Thanks @liamgallagher for an awesome In Concert Performance. As You Were. https://t.co/RIbPXt0SHT,94,@BBC
-0.8126,Fri Nov 03 09:35:04 +0000 2017,0.27,0.73,0.0,"RT @BBCR1: ""I hate saying the word 'dumped'... I got... 'let go'""

Totally using 'let go' to describe all our heartbreak now @SamSmithWorld…",95,@BBC
-0.3595,Fri Nov 03 09:34:25 +0000 2017,0.102,0.898,0.0,"RT @BBCRadio2: No need for scissors! ✂️ As you were...
@liamgallagher's full gig is now available to watch on the Red Button...
#R2InConcer…",96,@BBC
0.0,Fri Nov 03 09:34:04 +0000 2017,0.0,1.0,0.0,"RT @bbcmusic: ⚡️ #HarryStylesAtTheBBC was everything we dreamed of and more 💕”

https://t.co/3GiJNH6ldv",97,@BBC
0.0,Fri Nov 03 09:30:10 +0000 2017,0.0,1.0,0.0,💦🦈 Sir David Attenborough is back on Sunday night bringing us more #BluePlanet2 action. Check out what's in store.… https://t.co/fgC3IFbybm,98,@BBC
-0.5848,Fri Nov 03 08:59:03 +0000 2017,0.159,0.841,0.0,The village that shall not be named! Saying the name of this hilltop town in Italy brings you bad luck.… https://t.co/2oelVteA2q,99,@BBC
0.4199,Sun Nov 05 13:58:35 +0000 2017,0.0,0.872,0.128,Get ready for football! Stream NFL on CBS today w/ #CBSAllAccess (not available on mobile phones). Try 1 week FREE:… https://t.co/BJOWnqgBgc,0,@CBS
0.0,Sat Nov 04 20:00:02 +0000 2017,0.0,1.0,0.0,Stream the LSU Tigers at Alabama Crimson Tide LIVE tonight at 8PM ET! Try #CBSAllAccess FREE:… https://t.co/L2k6pXwRIp,1,@CBS
0.0,Sat Nov 04 13:54:31 +0000 2017,0.0,1.0,0.0,Stream the South Carolina Gamecocks at Georgia Bulldogs LIVE today at 3:30PM ET! Try #CBSAllAccess FREE:… https://t.co/f3nZLlh7Vv,2,@CBS
0.6166,Fri Nov 03 00:45:05 +0000 2017,0.0,0.776,0.224,Stream the season premiere of #LifeInPieces tonight at 9:30/8:30c with a FREE trial of #CBSAllAccess:… https://t.co/FMHinKs6si,3,@CBS
0.0,Thu Nov 02 23:02:32 +0000 2017,0.0,1.0,0.0,RT @swatcbs: .@ShemarMoore takes command tonight on the series premiere of #SWAT at 10/9c on @CBS &amp; CBS All Access: https://t.co/ANyt4qF6iF…,4,@CBS
0.6514,Thu Nov 02 19:38:35 +0000 2017,0.0,0.797,0.203,It's almost time! Stream the series premiere of #SWAT tonight at 10/9c with a FREE trial of #CBSAllAccess:… https://t.co/lpPKp9ayTJ,5,@CBS
0.6369,Thu Nov 02 17:38:03 +0000 2017,0.0,0.819,0.181,RT @CBSThisMorning: Listen to @IainLoveTheatre chat w/ @Mistahwax about making @YoungSheldonCBS his own + his love for Broadway &amp; magic: ht…,6,@CBS
0.6514,Thu Nov 02 16:47:35 +0000 2017,0.0,0.806,0.194,The ladies are back! Stream the season premiere of #Mom tonight at 9/8c with a FREE trial of #CBSAllAccess:… https://t.co/y4vL5wMSEM,7,@CBS
0.0,Thu Nov 02 10:09:01 +0000 2017,0.0,1.0,0.0,"Buffalo viewers: Due to NFL, stream the CBS lineup on-demand at https://t.co/bbQB95EVxJ tonight. For more:… https://t.co/u9U9P7Ggqq",8,@CBS
0.0,Thu Nov 02 10:08:01 +0000 2017,0.0,1.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAg6gJ6 l… https://t.co/LHJahNFRi3",9,@CBS
0.0,Thu Nov 02 00:24:36 +0000 2017,0.0,1.0,0.0,"Buffalo viewers ONLY: Due to NFL, stream CBS Thursday night lineup on-demand at https://t.co/bbQB95Wwph. For more:… https://t.co/Fzpq2sTzqY",10,@CBS
0.0,Thu Nov 02 00:19:17 +0000 2017,0.0,1.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAgnRAE l… https://t.co/fnwck6n2uv",11,@CBS
0.0,Wed Nov 01 17:07:30 +0000 2017,0.0,1.0,0.0,"RT @ManWithAPlan: Hi-five, fans! #ManWithAPlan will premiere Monday, Nov. 13 at 8:30/7:30c on @CBS!🖐🏼 https://t.co/njrMa5S6Qz",12,@CBS
0.8932,Wed Nov 01 00:56:34 +0000 2017,0.05,0.457,0.494,Ready to trick or treat! Celebrate tonight with Michael Jackson's Halloween special on CBS: https://t.co/T3hlVVTfSB… https://t.co/e9ztbUeae0,13,@CBS
0.7959,Tue Oct 31 20:09:21 +0000 2017,0.0,0.608,0.392,Happy #Halloween! Grab your friends and watch Michael Jackson's Halloween tonight: https://t.co/T3hlVVTfSB… https://t.co/Kg5bxNqwTp,14,@CBS
0.7574,Tue Oct 31 17:01:24 +0000 2017,0.071,0.533,0.396,Trick or treat. 🎃 Happy Halloween! Catch up on #MJHalloween now:  https://t.co/T3hlVVTfSB https://t.co/DMyE1q4scs,15,@CBS
0.6124,Tue Oct 31 17:00:06 +0000 2017,0.0,0.737,0.263,RT @swatcbs: Get ready for a thrill ride this Thursday with the series premiere of #SWAT. https://t.co/xz92zXp6kR,16,@CBS
0.6996,Tue Oct 31 14:00:01 +0000 2017,0.0,0.734,0.266,Join the fun with Jim Parsons as Hay Man in Michael Jackson's Halloween! Watch the full special:… https://t.co/Y1FKFnRd0p,17,@CBS
0.0572,Mon Oct 30 22:44:05 +0000 2017,0.05,0.892,0.059,RT @SuperiorDonuts: You won't want to miss the #SuperiorDonuts Season 2 premiere tonight at its new time: 9/8c on CBS &amp; CBS All Access: htt…,18,@CBS
0.2732,Mon Oct 30 22:41:43 +0000 2017,0.0,0.89,0.11,RT @SuperiorDonuts: Should we blindfold @jermaineFOWLER and see how well he can guess the flavor of donuts? #SuperiorDonuts,19,@CBS
0.0,Mon Oct 30 20:00:52 +0000 2017,0.0,1.0,0.0,RT @swatcbs: Sometimes following the rules &amp; doing what's right isn't always the same thing. #SWAT premieres this Thursday at 10/9c on @CBS…,20,@CBS
0.0,Mon Oct 30 20:00:46 +0000 2017,0.0,1.0,0.0,RT @swatcbs: Start breaking down some doors in three days with the series premiere of #SWAT. https://t.co/X8OTd8OE9y,21,@CBS
