Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.2481,Mon Oct 30 19:05:46 +0000 2017,0.0,0.889,0.111,Find out if Vincent &amp; Victoria will escape Meriwether on Michael Jackson's Halloween! Watch it now:… https://t.co/dqNk6OZ1XJ,22,@CBS
0.3612,Mon Oct 30 16:32:38 +0000 2017,0.0,0.884,0.116,"RT @NoActivityCBS: #NoActivity is a new CBS All Access comedy from​ ​Will Ferrell, Adam McKay &amp; @funnyordie. Contains explicit language int…",23,@CBS
0.1139,Mon Oct 30 16:08:57 +0000 2017,0.0,0.917,0.083,"Don't miss @KelseaBallerini headline #TheThanksgivingDayParade on CBS, live from New York City on Thurs, Nov. 23.… https://t.co/ig74zfxFPy",24,@CBS
0.3612,Mon Oct 30 01:11:11 +0000 2017,0.0,0.872,0.128,RT @startrekcbs: Get ready to experience some major déjà vu. Episode 7 of #StarTrekDiscovery is now streaming: https://t.co/dz1lwvT52d http…,25,@CBS
-0.2263,Sun Oct 29 23:38:17 +0000 2017,0.091,0.909,0.0,"#CBS is delayed 29 minutes in New York City, Philly, NOLA &amp; parts of Louisiana, Atlanta, Charlotte, Tampa, Chicago,… https://t.co/ZM9bTTgxYE",26,@CBS
-0.1759,Sun Oct 29 14:00:07 +0000 2017,0.161,0.711,0.128,These moves are dangerous! Get groovy with Michael Jackson's Halloween and watch the full special now:… https://t.co/TrMJgeyOX4,27,@CBS
0.4738,Sun Oct 29 12:54:33 +0000 2017,0.0,0.86,0.14,Get ready for football! Stream NFL on CBS today w/ #CBSAllAccess (not available on mobile phones). Try 1 week FREE!… https://t.co/URKV4PPKvp,28,@CBS
-0.4096,Sat Oct 28 16:29:44 +0000 2017,0.189,0.811,0.0,Vincent can't help but dream big on Michael Jackson's Halloween. Catch up on the full animated special:… https://t.co/fDbgzo8nrV,29,@CBS
0.0,Sat Oct 28 14:36:39 +0000 2017,0.0,1.0,0.0,Stream the #3 Georgia Bulldogs @ Florida Gators LIVE today at 3:30PM ET! Try #CBSAllAccess FREE:… https://t.co/ULrmutB6Ml,30,@CBS
0.4574,Sat Oct 28 04:48:22 +0000 2017,0.0,0.842,0.158,"Michael Jackson's Halloween will enchant you with music, magic &amp; more! Watch the full special now:… https://t.co/lgzleI955w",31,@CBS
0.5562,Sat Oct 28 00:58:16 +0000 2017,0.0,0.834,0.166,The Halloween fun isn’t over for @lucastill and George Eads. Tune in to a spooky episode of #MacGyver now! https://t.co/nJePYNhmUa,32,@CBS
0.0,Sat Oct 28 00:53:51 +0000 2017,0.0,1.0,0.0,“Music must be the answer!” #MJHalloween https://t.co/t4UTfizfIn,33,@CBS
-0.128,Sat Oct 28 00:35:11 +0000 2017,0.13,0.87,0.0,There are plenty of tricks hidden in this hotel. #MJHalloween https://t.co/vQAHVXU4Ai,34,@CBS
0.0,Sat Oct 28 00:17:16 +0000 2017,0.0,1.0,0.0,That pumpkin’s got some moves! #MJHalloween https://t.co/o7oaRSXzmb,35,@CBS
0.69,Sat Oct 28 00:00:37 +0000 2017,0.0,0.76,0.24,"Sit back, relax and get ready to dance. Michael Jackson’s Halloween starts now on CBS and CBS All Access!… https://t.co/NkswtPMtzp",36,@CBS
0.4843,Fri Oct 27 21:00:06 +0000 2017,0.0,0.804,0.196,Don't miss tonight's animated special with the King of Pop's most memorable hits.🎶  Watch #MJHalloween @ 8/7c on CB… https://t.co/NQGZobg2gg,37,@CBS
0.636,Fri Oct 27 19:00:04 +0000 2017,0.12,0.564,0.316,"Tonight, get ready for a scary good time! Watch a sneak peek from the new animated special, Michael Jackson's Hallo… https://t.co/PxILZmCl4e",38,@CBS
-0.128,Fri Oct 27 18:57:41 +0000 2017,0.07,0.93,0.0,"RT @swatcbs: When lives hang in the balance, can you make the tough decisions? Find out with #SWAT Split-Second Decision: https://t.co/dO2V…",39,@CBS
-0.128,Fri Oct 27 16:00:07 +0000 2017,0.159,0.661,0.181,"Find out if Vincent, played by @lucastill, will escape the villain Conformity in Michael Jackson's Halloween tonigh… https://t.co/KPaug90mCg",40,@CBS
0.4963,Fri Oct 27 12:15:03 +0000 2017,0.059,0.726,0.215,It's a spooktacular special you won't want to miss! Here's how you can watch Michael Jackson's Halloween tonight:… https://t.co/3sp68DgUr3,41,@CBS
0.0,Thu Oct 26 21:47:24 +0000 2017,0.0,1.0,0.0,"Tomorrow, the music of Michael Jackson will cast its spell! Take a sneak peek at Michael Jackson's Halloween, Frida… https://t.co/ewuRYHSICA",42,@CBS
0.3612,Thu Oct 26 21:44:54 +0000 2017,0.0,0.865,0.135,"Get ready for Thursdays to give you more @bigbangtheory, @YoungSheldon, @LifeInPiecesCBS, @MomCBS, &amp; more Moore in… https://t.co/sdqF0Ut5Fx",43,@CBS
0.0,Thu Oct 26 20:54:18 +0000 2017,0.0,1.0,0.0,Stream the Miami Dolphins @ Baltimore Ravens LIVE tonight at 8:25PM ET! Try #CBSAllAccess FREE:… https://t.co/Otdn3QkHbG,44,@CBS
0.4019,Thu Oct 26 18:19:42 +0000 2017,0.0,0.87,0.13,"Tomorrow, meet Christine Baranski as Ms. Grau in the new animated special, Michael Jackson's Halloween. Tune in Fri… https://t.co/jmnidjSm6r",45,@CBS
0.765,Thu Oct 26 16:00:05 +0000 2017,0.0,0.694,0.306,"🎶@BigBangTheory's Jim Parsons is thrilled to celebrate ""the soundtrack to his life"" with Michael Jackson's Hallowee… https://t.co/0Lgxyqnpxq",46,@CBS
0.4019,Wed Oct 25 20:03:30 +0000 2017,0.0,0.87,0.13,".@MacgyverCBS' George Eads stars in the new animated special, Michael Jackson's Halloween, this Friday at 8/7c on C… https://t.co/xo6JsH3bZB",47,@CBS
0.4019,Wed Oct 25 16:23:39 +0000 2017,0.0,0.87,0.13,The stakes were high when #Bull stepped in to help his college roommate. Watch the latest episode now:… https://t.co/7dAjcF4eL4,48,@CBS
0.0,Wed Oct 25 16:00:04 +0000 2017,0.0,1.0,0.0,"Brad Garrett, @KierseyClemons, Jim Parsons &amp; more! Meet the famous voices behind Michael Jackson's Halloween:… https://t.co/LKYCZpkBJz",49,@CBS
0.4019,Tue Oct 24 21:00:03 +0000 2017,0.0,0.847,0.153,"In three days, @TheGoodWife_CBS' @AlanCumming stars as Meriwether in the animated special Michael Jackson's Hallowe… https://t.co/WKiPdQ6Peq",50,@CBS
0.4019,Tue Oct 24 19:02:04 +0000 2017,0.0,0.87,0.13,"Dance the night away this Friday with the new animated special, Michael Jackson's Halloween at 8/7c on CBS.… https://t.co/VsaIxJv7Jl",51,@CBS
0.5719,Tue Oct 24 17:59:33 +0000 2017,0.0,0.749,0.251,"This Friday, @MacgyverCBS' @LucasTill plays Vincent in the animated special Michael Jackson's Halloween. Don't miss… https://t.co/Dg6w6yWevA",52,@CBS
0.0,Tue Oct 24 15:15:04 +0000 2017,0.0,1.0,0.0,RT @swatcbs: Buckle up for a S.W.A.T. mission in this 360-degree preview: https://t.co/kBadrj4rLE #SWAT https://t.co/gpXmoUgurf,53,@CBS
0.4574,Mon Oct 23 21:54:41 +0000 2017,0.0,0.824,0.176,Tonight the @latelateshow welcomes back @zanelowe and the latest @AppleMusic #UpNext artist -- @SabrinaClaudio! https://t.co/BSmDOayUXf,54,@CBS
-0.7096,Mon Oct 23 18:43:27 +0000 2017,0.296,0.704,0.0,".@Elementary_CBS' @LucyLiu stars as Conformity, the villain who forbids dancing, on this Friday's Michael Jackson's… https://t.co/Lf6Y4Z0bcQ",55,@CBS
0.0,Sun Oct 22 23:54:28 +0000 2017,0.0,1.0,0.0,"For States of NY, parts of VT &amp; Maine  New Start Times: #60Minutes 7:36pmET #WisdomOfTheCrowd 8:36ET #NCISLA 9:36ET… https://t.co/WxzNdfzR6n",56,@CBS
0.0,Sun Oct 22 23:54:04 +0000 2017,0.0,1.0,0.0,For most of East/Midwest New Start Times: #60Minutes 7:34pmET/6:34CT #WisdomOfTheCrowd 8:34ET/7:34CT #NCISLA 9:34ET… https://t.co/EJKaVsJZ2K,57,@CBS
0.4199,Sun Oct 22 14:11:22 +0000 2017,0.0,0.872,0.128,Get ready for football! Stream NFL on CBS today w/ #CBSAllAccess (not available on mobile phones). Try 1 week FREE:… https://t.co/Cu6sKlgjT6,58,@CBS
0.4019,Fri Oct 20 22:06:25 +0000 2017,0.0,0.881,0.119,Only 1 week left until you can meet @bigbangtheory's Jim Parsons as Hay Man on the new animated special Michael Jac… https://t.co/rGPlUegVjC,59,@CBS
0.0,Fri Oct 20 18:29:58 +0000 2017,0.0,1.0,0.0,RT @swatcbs: Keep your phone locked and loaded with these #SWAT wallpapers: https://t.co/ff0efC5GPJ https://t.co/aRoB9005ur,60,@CBS
0.4588,Fri Oct 20 17:07:58 +0000 2017,0.0,0.833,0.167,RT @startrekcbs: The writers of #StarTrekDiscovery picked their favorite classic #StarTrek episodes: https://t.co/mM8V07fFdX What's your fa…,61,@CBS
0.5562,Thu Oct 19 23:43:00 +0000 2017,0.0,0.834,0.166,"Stream pilots of the new CBS shows for free on @Apple TV, @RokuPlayer &amp; @amazonfiretv! Find out more:… https://t.co/zT0z4YMRw4",62,@CBS
0.0,Thu Oct 19 21:26:59 +0000 2017,0.0,1.0,0.0,Stream the Kansas City Chiefs @ Oakland Raiders LIVE tonight at 8:25PM ET (Not available on mobile phones):… https://t.co/IxnmfZxjFi,63,@CBS
-0.4767,Thu Oct 19 20:57:53 +0000 2017,0.2,0.698,0.102,"RT @ScorpionCBS: No one should be bullied or called names simply for being who they are. Today, #TeamScorpion is going purple in honor of #…",64,@CBS
0.7579,Thu Oct 19 19:50:57 +0000 2017,0.0,0.681,0.319,"Get ready to go on an unexpected, magical adventure in the animated special Michael Jackson's Halloween on Friday,… https://t.co/CQxmLmDvTy",65,@CBS
0.25,Thu Oct 19 18:59:01 +0000 2017,0.0,0.895,0.105,An advantage changed the course of last night's tribal council. Watch the latest episode of #Survivor now:… https://t.co/zNBz4t39i6,66,@CBS
-0.2714,Thu Oct 19 18:26:42 +0000 2017,0.197,0.658,0.146,RT @swatcbs: #SWAT is proud to wear purple &amp; stand together against bullying on #SpiritDay! https://t.co/ch5h6DHLLE,67,@CBS
0.5837,Thu Oct 19 18:20:01 +0000 2017,0.0,0.76,0.24,RT @LifeInPiecesCBS: Laughter is coming your way! #LifeInPieces returns in TWO WEEKS! https://t.co/kvHTQA3Vlk,68,@CBS
0.0,Thu Oct 19 18:19:51 +0000 2017,0.0,1.0,0.0,RT @MomCBS: Do a little dance... #Mom returns in TWO WEEKS! https://t.co/qshl2F8ChX,69,@CBS
0.5994,Thu Oct 19 17:33:18 +0000 2017,0.0,0.776,0.224,.@MacgyverCBS's George Eads shares why you'll be moved by the ending of the new special Michael Jackson's Halloween… https://t.co/MDpRaWKGUI,70,@CBS
-0.25,Thu Oct 19 17:31:23 +0000 2017,0.146,0.746,0.108,"RT @walliscw: Today is @glaad #SpiritDay, a day reminding us that EVERY day is a good day to speak out against LGBTQ bullying. @MadamSecret…",71,@CBS
0.69,Thu Oct 19 17:31:09 +0000 2017,0.128,0.558,0.315,RT @marythechief: Thnx 2 my beautiful friend &amp; advocate @wcruz73 I just took @glaad ‘s #SpiritDay pledge against bullying! Join me at https…,72,@CBS
-0.3595,Thu Oct 19 17:31:07 +0000 2017,0.175,0.712,0.113,RT @wcruz73: It’s #SpiritDay! Show your support for LGBTQ youth today by standing against bullying. @glaad @glsenofficial ✊🏽❤️🏳️‍🌈 https://…,73,@CBS
-0.743,Thu Oct 19 14:36:38 +0000 2017,0.27,0.73,0.0,RT @MomCBS: No one should be bullied or called names simply for being who they are. #SpiritDay #Mom https://t.co/3xuyKIXpPS,74,@CBS
-0.743,Thu Oct 19 14:35:32 +0000 2017,0.27,0.73,0.0,RT @CodeBlackCBS: No one should be bullied or called names simply for being who they are. #SpiritDay #CodeBlack https://t.co/JuAQvXFaVa,75,@CBS
-0.743,Thu Oct 19 14:35:16 +0000 2017,0.296,0.704,0.0,RT @PriceIsRight: No one should be bullied or called names simply for who they are. #SpiritDay https://t.co/P1X3VUveOL,76,@CBS
-0.743,Thu Oct 19 14:33:12 +0000 2017,0.208,0.792,0.0,"RT @9JKLCBS: No one should be bullied or called names simply for being who they are. Today, the cast of #9JKL is wearing purple for #Spirit…",77,@CBS
0.7569,Thu Oct 19 00:17:00 +0000 2017,0.0,0.746,0.254,RT @SalvationCBS: #Salvation is renewed for Season 2! Congrats to the cast and crew. More thrills coming Summer 2018. ☄️#SalvationCBS https…,78,@CBS
0.6369,Wed Oct 18 20:56:39 +0000 2017,0.0,0.819,0.181,"RT @SuperiorDonuts: What's life without a few sprinkles and a lot of love? 🍩 #SuperiorDonuts Season 2 premieres on Mon, Oct 30 at 9:30/8:30…",79,@CBS
0.0,Wed Oct 18 20:55:01 +0000 2017,0.0,1.0,0.0,Check out some of the hottest hook ups in #Survivor history before tonight's all-new episode:… https://t.co/qpM4bcJZj1,80,@CBS
0.0,Wed Oct 18 16:12:32 +0000 2017,0.0,1.0,0.0,RT @ManWithAPlan: The cast of #ManWithAPlan is on set and gearing up for Season 2! See what they've been up to: https://t.co/j6J2tUCIlj htt…,81,@CBS
0.0,Tue Oct 17 21:50:42 +0000 2017,0.0,1.0,0.0,It was a wedding to remember on last night's #KevinCanWait. Catch up now: https://t.co/gbLTSN8UEa https://t.co/Ex0bFLgXGT,82,@CBS
0.6369,Tue Oct 17 18:14:21 +0000 2017,0.0,0.802,0.198,RT @CrimMinds_CBS: 17 quotes that made us fall in love with Dr. Spencer Reid: https://t.co/HveiMl7u3T #CriminalMinds #Throwback https://t.c…,83,@CBS
0.1867,Mon Oct 16 21:46:48 +0000 2017,0.0,0.916,0.084,RT @bigbangtheory: Let the bonding begin! Don't miss a new #BigBangTheory tonight at 8/7c on CBS and CBS All Access: https://t.co/w2qdwJRrq…,84,@CBS
0.4019,Mon Oct 16 15:39:01 +0000 2017,0.0,0.87,0.13,Deeks and Kensi talk about their desire to have kids on the latest #NCISLA. Catch up now: https://t.co/sY7OJD11rX https://t.co/Bhy2V5p1za,85,@CBS
-0.5106,Mon Oct 16 00:33:40 +0000 2017,0.171,0.829,0.0,RT @startrekcbs: Choose your pain. Episode 5 of #StarTrekDiscovery is now streaming on CBS All Access: https://t.co/1pZIWRqZ3n https://t.co…,86,@CBS
0.7798,Sun Oct 15 13:26:47 +0000 2017,0.0,0.701,0.299,Get ready for football! Stream NFL on CBS today w/ #CBSAllAccess. Try 1 week FREE: https://t.co/2KiDxyfBfU (Not ava… https://t.co/6o85UJvyLf,87,@CBS
0.6514,Sat Oct 14 13:56:58 +0000 2017,0.0,0.787,0.213,Stream the #10 Auburn Tigers @ LSU Tigers LIVE today at 3:30PM ET! Try #CBSAllAccess FREE: https://t.co/FKBoknACdr https://t.co/gM5DQCN2GL,88,@CBS
0.0,Sat Oct 14 00:26:38 +0000 2017,0.0,1.0,0.0,RT @NCIS_CBS: Spend your weekend with the #NCIS team. Stream the latest full episode: https://t.co/fQ3ymaBKP8 https://t.co/LJTmTOhUvB,89,@CBS
0.6103,Thu Oct 12 23:48:27 +0000 2017,0.0,0.827,0.173,RT @SEALTeamCBS: Congrats to the cast &amp; crew of #SEALTeam for receiving a full season order! 🙌 Wheels up! https://t.co/iYemHdb6Dh 🇺🇸 https:…,90,@CBS
0.0,Thu Oct 12 20:55:05 +0000 2017,0.0,1.0,0.0,RT @NCISLA: Have you seen the latest #NCISLA? Stream it now: https://t.co/nsjhRcwy84 https://t.co/FMQ4UqLgdm,91,@CBS
0.0,Thu Oct 12 18:03:41 +0000 2017,0.0,1.0,0.0,Stream the Philadelphia Eagles @ Carolina Panthers LIVE tonight at 8:25PM ET! Try #CBSAllAccess FREE:… https://t.co/vIaCChwfCv,92,@CBS
0.5093,Thu Oct 12 15:08:16 +0000 2017,0.0,0.845,0.155,"Broadway's Biggest Night returns to CBS! The 72nd Annual Tony® Awards will air live on June 10, 2018:… https://t.co/9xNYSzea6a",93,@CBS
0.0629,Wed Oct 11 21:13:49 +0000 2017,0.053,0.883,0.064,RT @survivorcbs: Tonight's #Survivor will leave you speechless. Don't miss an all-new episode tonight @ 8/7c on CBS &amp; CBS All Access: https…,94,@CBS
0.0,Tue Oct 10 18:22:42 +0000 2017,0.0,1.0,0.0,Josh was on a mission to have his first one-night stand on the latest episode of #9JKL. Catch up now:… https://t.co/ugKUMJRjbz,95,@CBS
0.891,Tue Oct 10 13:47:55 +0000 2017,0.0,0.602,0.398,"Celebrate 59 years of music memories at 'GRAMMYS® Greatest Stories: A 60th Anniversary Special' Fri, Nov. 24 on CBS… https://t.co/3oYzJq9UH0",96,@CBS
0.6114,Tue Oct 10 00:35:23 +0000 2017,0.0,0.737,0.263,RT @9JKLCBS: The cast is ready! Join them as they live tweet tonight’s all-new episode. https://t.co/Gu3Whd4Zwz,97,@CBS
-0.4767,Mon Oct 09 21:54:20 +0000 2017,0.129,0.871,0.0,"RT @MadamSecretary: Elizabeth is caught in the middle of a ""fake news"" story on the season premiere of #MadamSecretary. Stream it now: http…",98,@CBS
0.0,Mon Oct 09 00:34:36 +0000 2017,0.0,1.0,0.0,RT @startrekcbs: Prepare to jump. Episode 4 of #StarTrekDiscovery is now streaming on CBS All Access: https://t.co/4H3FcqrGAi https://t.co/…,99,@CBS
-0.5859,Mon Nov 06 00:31:50 +0000 2017,0.255,0.745,0.0,"President Trump on Texas shooting: “Through the tears and through the sadness, we stand strong”… https://t.co/b8SsmU5o15",0,@CNN
-0.3182,Mon Nov 06 00:26:54 +0000 2017,0.119,0.881,0.0,President Trump: “All of America is praying” for the victims of the mass shooting at a Texas church… https://t.co/arFZbSmavm,1,@CNN
0.0,Mon Nov 06 00:20:45 +0000 2017,0.0,1.0,0.0,Pres. Trump is speaking for the first time since a mass shooting at a Texas church. Watch: https://t.co/UYpqI3esEb https://t.co/EbLJ9VIlo5,2,@CNN
-0.6486,Mon Nov 06 00:04:24 +0000 2017,0.193,0.807,0.0,"Texas gov. says 26 people dead in Sutherland Springs church shooting, the largest mass shooting in state’s history… https://t.co/PRNPo0HrEM",3,@CNN
0.0,Sun Nov 05 23:54:26 +0000 2017,0.0,1.0,0.0,The tax bill unveiled by Republicans would eliminate a decades-old deduction for people with very high medical cost… https://t.co/HyxYSUGVeK,4,@CNN
0.0,Sun Nov 05 23:40:20 +0000 2017,0.0,1.0,0.0,Trump opened the floodgates. Now Democratic women are running for office in record-breaking numbers.… https://t.co/GajXkxGlFU,5,@CNN
-0.6597,Sun Nov 05 23:24:11 +0000 2017,0.216,0.784,0.0,"A biologic mechanism in yeast cells may explain the relationship between sugar and cancer, a new study suggests… https://t.co/5OfEWlBEaw",6,@CNN
-0.8225,Sun Nov 05 23:09:05 +0000 2017,0.487,0.513,0.0,"ISIS claims responsibility for suicide attack in Yemen
https://t.co/wyBiKxFESm https://t.co/qYuUnxvQCh",7,@CNN
-0.6705,Sun Nov 05 22:54:06 +0000 2017,0.36,0.64,0.0,"Suicide bombers target mosque in Kirkuk, Iraq https://t.co/76y0E66C1J https://t.co/9EEzdWbYus",8,@CNN
-0.6705,Sun Nov 05 22:50:06 +0000 2017,0.191,0.809,0.0,The wife of First Baptist Church Pastor Frank Pomeroy says their teen daughter was killed in Texas church shooting… https://t.co/wLEuUNeEM2,9,@CNN
-0.4215,Sun Nov 05 22:42:07 +0000 2017,0.237,0.763,0.0,British minister Damian Green denies computer pornography allegations https://t.co/cYV8znt9SG https://t.co/Iet4mk5JUE,10,@CNN
-0.4767,Sun Nov 05 22:37:37 +0000 2017,0.147,0.853,0.0,"Paul Manafort has 3 US passports and traveled to Mexico, China and Ecuador with a phone registered under a fake name https://t.co/rtthkDJ6Bk",11,@CNN
-0.7783,Sun Nov 05 22:26:57 +0000 2017,0.312,0.688,0.0,"A gunman opened fire at First Baptist Church in Sutherland Springs, Texas, killing at least 20 people… https://t.co/Oox2vRZQfI",12,@CNN
0.25,Sun Nov 05 22:15:29 +0000 2017,0.122,0.698,0.18,"President Trump's approval rating hits historic low, according to Washington Post-ABC poll https://t.co/6qkh8fqW20 https://t.co/jZlFVAHSYX",13,@CNN
0.0,Sun Nov 05 22:01:52 +0000 2017,0.0,1.0,0.0,Reporter Ronan Farrow talks about the 'Weinstein effect' with @brianstelter on @ReliableSources… https://t.co/t6awLTF2mY,14,@CNN
-0.4767,Sun Nov 05 21:49:13 +0000 2017,0.193,0.807,0.0,"A Utah nurse who was arrested for protecting her patient gets a $500,000 settlement https://t.co/4tsJk1FxiZ https://t.co/aGnzFMdqj3",15,@CNN
-0.6705,Sun Nov 05 21:26:31 +0000 2017,0.2,0.8,0.0,"At least 20 people killed in a church shooting in Sutherland Springs, Texas, according to the Wilson County sheriff… https://t.co/tEnLYavRA5",16,@CNN
0.0,Sun Nov 05 21:09:59 +0000 2017,0.0,1.0,0.0,"University Hospital in San Antonio is treating 8 patients from the Sutherland Springs church shooting, says hospita… https://t.co/4LG8ZXgbhx",17,@CNN
0.0,Sun Nov 05 20:39:23 +0000 2017,0.0,1.0,0.0,Texas Gov. Greg Abbot releases a statement on the shooting at First Baptist Church in Sutherland Springs… https://t.co/TiwNGu2Pht,18,@CNN
-0.3818,Sun Nov 05 20:32:26 +0000 2017,0.157,0.843,0.0,"Sutherland Springs business owner on church shooting: ""It's just awful...there were emergency responders everywhere"" https://t.co/TYcC5jCX9m",19,@CNN
-0.8225,Sun Nov 05 20:31:34 +0000 2017,0.487,0.513,0.0,ISIS claims responsibility for a suicide attack in Yemen https://t.co/9ScXiQp7Sl https://t.co/cmAG9lNdTJ,20,@CNN
-0.3818,Sun Nov 05 20:28:24 +0000 2017,0.167,0.833,0.0,"Sutherland Springs resident on church shooting: ""It's just awful...there were emergency responders everywhere"" https://t.co/TYcC5jCX9m",21,@CNN
-0.1655,Sun Nov 05 20:15:57 +0000 2017,0.093,0.907,0.0,"Law enforcement have reported multiple victims at a Texas church, but have not said how many https://t.co/PGxqFieLyc https://t.co/pLNO4vE3sT",22,@CNN
0.4019,Sun Nov 05 20:13:59 +0000 2017,0.0,0.828,0.172,"President Trump tweets support for people of Sutherland Springs, Texas, after church shooting… https://t.co/muJFcRBDWB",23,@CNN
-0.7579,Sun Nov 05 20:10:10 +0000 2017,0.302,0.698,0.0,"One suspect dead after reported shooting in Sutherland Springs, Texas, says Guadalupe Co. Sheriff's Office official… https://t.co/s8KvNZh8t6",24,@CNN
-0.5106,Sun Nov 05 20:03:04 +0000 2017,0.26,0.628,0.112,"Local gas station owner tells @KayleeHartung that shots fired at Texas church ""sounded like a semiautomatic weapon"" https://t.co/D0EChgJtJm",25,@CNN
0.0,Sun Nov 05 20:02:45 +0000 2017,0.0,1.0,0.0,Catalan ex-President turns himself in to Belgian authorities https://t.co/vGBLL2A481 https://t.co/ghTN0dIGJw,26,@CNN
0.0,Sun Nov 05 19:58:37 +0000 2017,0.0,1.0,0.0,"House Minority Leader Nancy Pelosi: Must ""exhaust"" diplomatic options on North Korea
https://t.co/LNsBvUknTQ https://t.co/gKzSAd35cb",27,@CNN
0.0,Sun Nov 05 19:51:13 +0000 2017,0.0,1.0,0.0,"We're live in Sutherland Springs, Texas, over the scene of a reported shooting https://t.co/49AyTQsslP… https://t.co/w8qiqXkRUA",28,@CNN
0.0,Sun Nov 05 19:50:56 +0000 2017,0.0,1.0,0.0,Trump and Putin are set to meet and discuss North Korea https://t.co/h72BD4cUjd https://t.co/7yqxZK8vit,29,@CNN
-0.5574,Sun Nov 05 19:43:18 +0000 2017,0.167,0.833,0.0,A witness at a gas station across from a Texas church said she heard 20 shots fired while a service was underway… https://t.co/vGZKfABodU,30,@CNN
0.6124,Sun Nov 05 19:43:12 +0000 2017,0.0,0.625,0.375,"""Thor: Ragnarok"" is the 17th straight number one opening for Marvel https://t.co/IZ3SPgUSnW https://t.co/XpkmIiQRXW",31,@CNN
-0.6486,Sun Nov 05 19:39:11 +0000 2017,0.249,0.751,0.0,"County Sheriff says Sutherland Springs church gunman is dead, reports CNN's @kayleehartung https://t.co/ekxguNHIsH https://t.co/ZtfHBLc4PQ",32,@CNN
0.0,Sun Nov 05 19:38:18 +0000 2017,0.0,1.0,0.0,"BREAKING: The FBI is responding to the scene of a shooting outside San Antonio, Texas
https://t.co/ekxguNHIsH https://t.co/vRV1GzHgVx",33,@CNN
0.0,Sun Nov 05 19:35:39 +0000 2017,0.0,1.0,0.0,"Gonorrhea rates in Australia are up 63% in 5 years, data shows https://t.co/dsVnWfRKFk https://t.co/UtRgz5r04t",34,@CNN
-0.4767,Sun Nov 05 19:23:58 +0000 2017,0.256,0.744,0.0,Billionaire Prince Alwaleed arrested in Saudi anti-corruption drive https://t.co/U6aJ7NPR7O https://t.co/pimIM00oeh,35,@CNN
0.8225,Sun Nov 05 19:12:21 +0000 2017,0.0,0.648,0.352,"Shalane Flanagan wins NYC Marathon, becoming the first U.S. Women's champion in 40 years https://t.co/UivrO1JMUB https://t.co/i8yuNM6oY1",36,@CNN
-0.5574,Sun Nov 05 19:10:52 +0000 2017,0.184,0.816,0.0,"JUST IN: Witness says as many as 20 shots fired at a church in Sutherland Springs, Texas https://t.co/ZC919cZoUC",37,@CNN
-0.8402,Sun Nov 05 18:37:23 +0000 2017,0.333,0.667,0.0,"Sen. Dianne Feinstein urges diplomacy with North Korea: ""The worst alternative is a war which could become nuclear"" https://t.co/9YPIXKioLn",38,@CNN
-0.0834,Sun Nov 05 17:34:08 +0000 2017,0.184,0.652,0.164,"NYC marathon runners stay the course, despite last week's terror attack https://t.co/ORk5ykaZuV https://t.co/X6oYrUqJuX",39,@CNN
0.25,Sun Nov 05 17:18:48 +0000 2017,0.0,0.9,0.1,A University of Miami art professor created Ku Klux Klan-style hoods out of American flags for a faculty art exhibi… https://t.co/jk5cNiIFSu,40,@CNN
0.0,Sun Nov 05 17:12:51 +0000 2017,0.0,1.0,0.0,"Double beds, swivel chairs. Here's a look at Singapore Airlines' new luxury suites https://t.co/JIvOIYU7zW https://t.co/MaRqdXRkEd",41,@CNN
-0.507,Sun Nov 05 17:07:23 +0000 2017,0.23,0.77,0.0,The most spectacular abandoned castles around the world https://t.co/DC14SubQJa via @cnntravel https://t.co/ExuBF2XKe8,42,@CNN
