Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,Sun Nov 05 17:02:28 +0000 2017,0.0,1.0,0.0,"H.W. Bush on Trump: “He’s a blowhard”

George W. Bush on Trump “This guy doesn’t know what it means to be president… https://t.co/yp212uRBxT",43,@CNN
0.6115,Sun Nov 05 16:53:31 +0000 2017,0.0,0.818,0.182,"AirlineRatings names ""most excellent"" airlines for 2018. For the 5th consecutive year, this carrier came out on top… https://t.co/coKs8J7Ciq",44,@CNN
0.0,Sun Nov 05 16:50:57 +0000 2017,0.0,1.0,0.0,"""Women are coming forward...telling the hardest stories of a lifetime,"" says @RonanFarrow, who wrote Weinstein story https://t.co/V6VhiZMg0R",45,@CNN
0.0,Sun Nov 05 16:30:56 +0000 2017,0.0,1.0,0.0,".@brianstelter to Kellyanne Conway: ""Viewers see your pivoting...when I say Russia, you say Clinton"" https://t.co/lc5IdbzAP9",46,@CNN
0.0,Sun Nov 05 16:28:45 +0000 2017,0.0,1.0,0.0,".@brianstelter to Kellyanne Conway: ""We're not anti-Trump, Kellyanne. We're pro-truth."" https://t.co/V6VhiZMg0R",47,@CNN
0.34,Sun Nov 05 15:56:54 +0000 2017,0.0,0.854,0.146,Alec Baldwin's President Trump shared a shower with Paul Manafort on @nbcsnl last night https://t.co/uHcj6PRTqU https://t.co/TXxi7U9br2,48,@CNN
0.6369,Sun Nov 05 15:44:19 +0000 2017,0.0,0.792,0.208,What are your thoughts on polygamy? @lisaling meets open-minded couples looking for modern love on @CNNOriginals'… https://t.co/ovsONmqTzY,49,@CNN
-0.3182,Sun Nov 05 15:43:25 +0000 2017,0.164,0.741,0.095,Saudi Arabia's newly formed anti-corruption committee has arrested at least 17 princes and top officials… https://t.co/OiiGRRGEY4,50,@CNN
-0.4588,Sun Nov 05 15:41:28 +0000 2017,0.123,0.833,0.044,"RT @CNNPolitics: Pelosi expresses disdain at the timetable for the GOP tax plan: ""They're trying to move this in a matter of days"" https://…",51,@CNN
-0.8714,Sun Nov 05 15:09:32 +0000 2017,0.456,0.544,0.0,".@FareedZakaria: NY attack ""an isolated incident by one troubled man that shouldn't lead to grand generalizations"" https://t.co/4IR6y7eVL9",52,@CNN
-0.8402,Sun Nov 05 14:50:00 +0000 2017,0.333,0.667,0.0,"Sen. Dianne Feinstein urges diplomacy with North Korea: ""The worst alternative is a war which could become nuclear"" https://t.co/SehU6c2UZq",53,@CNN
0.0,Sun Nov 05 14:34:48 +0000 2017,0.0,1.0,0.0,"Feinstein on Sessions: ""When he comes before the committee again, he has to be precise and it has to be accurate"" https://t.co/kFiWDRA83w",54,@CNN
0.5256,Sun Nov 05 14:34:01 +0000 2017,0.133,0.606,0.261,"Rep. Pelosi on tackling alleged sexual harassment in Congress: I'm ""hopeful that we can do something very strong"" https://t.co/p01ORHA3sY",55,@CNN
0.0,Sun Nov 05 14:32:17 +0000 2017,0.0,1.0,0.0,"Sen. Feinstein on AG Sessions' testimony about Russia: ""I think he should come back and clarify it"" #CNNSOTU https://t.co/gPiao3H9P1",56,@CNN
0.0,Sun Nov 05 14:23:55 +0000 2017,0.0,1.0,0.0,"Rep. Nancy Pelosi: Impeaching President Trump ""is not someplace that I think we should go"" #CNNSOTU https://t.co/3z5LYxTN5S",57,@CNN
0.4404,Sun Nov 05 14:20:01 +0000 2017,0.0,0.868,0.132,"Pelosi on Brazile's allegations about Clinton and the DNC: ""I would hope that there's another side to the story"" https://t.co/QXp6xVCo9R",58,@CNN
0.4927,Sun Nov 05 14:18:17 +0000 2017,0.0,0.849,0.151,"House Minority Leader Nancy Pelosi on the GOP tax plan: ""This is really a gift to corporate America"" #CNNSOTU https://t.co/MNygm9qM0v",59,@CNN
0.0,Sun Nov 05 14:13:02 +0000 2017,0.0,1.0,0.0,House Minority Leader Nancy Pelosi: Revision of the tax code should be done in a bipartisan way #CNNSOTU https://t.co/vw8PFnGTme,60,@CNN
0.4404,Sun Nov 05 14:09:18 +0000 2017,0.0,0.854,0.146,"House Minority Leader Pelosi: ""I hope the President goes into the meeting (with Putin) really informed"" https://t.co/JNBqP07Pd0 #CNNSOTU",61,@CNN
-0.4939,Sun Nov 05 14:06:33 +0000 2017,0.132,0.868,0.0,"Rep. Nancy Pelosi on North Korea: ""We're poking a stick in the eye of a mad dog with some of what we're saying"" https://t.co/hgvJ4yyxVL",62,@CNN
0.0,Sun Nov 05 14:01:04 +0000 2017,0.0,1.0,0.0,The company that owns Corona is getting into the pot business https://t.co/HHg98jBXK7 https://t.co/eHvBjnDBic,63,@CNN
0.0,Sun Nov 05 13:57:17 +0000 2017,0.0,1.0,0.0,"Japanese Prime Minister Shinzo Abe gave President Trump a customized hat that read, ""Make alliance even greater.""… https://t.co/P73f5BrTjj",64,@CNN
0.0,Sun Nov 05 13:46:44 +0000 2017,0.0,1.0,0.0,"President Trump is in Japan, where he and Prime Minister Shinzo Abe are expected to talk about North Korea… https://t.co/LpmBAJUCuD",65,@CNN
0.6115,Sun Nov 05 13:31:03 +0000 2017,0.0,0.818,0.182,"AirlineRatings names ""most excellent"" airlines for 2018. For the 5th consecutive year, this carrier came out on top… https://t.co/dJ16PRMPly",66,@CNN
0.0,Sun Nov 05 13:01:07 +0000 2017,0.0,1.0,0.0,"Long-term spaceflight ""squeezes"" the brain, study says https://t.co/c3D86kU0sa https://t.co/osRjvGip4G",67,@CNN
-0.6597,Sun Nov 05 12:31:04 +0000 2017,0.253,0.747,0.0,The FDA is cracking down on claims that cannabis can cure cancer https://t.co/q1DeAGuPed https://t.co/UGTB8PNn6E,68,@CNN
-0.5423,Sun Nov 05 12:01:05 +0000 2017,0.189,0.811,0.0,"Back in 1991, Anita Hill forever changed the way we talk about sexual harassment https://t.co/til31lOEld https://t.co/yD4UsGNqA2",69,@CNN
0.0,Sun Nov 05 11:31:06 +0000 2017,0.0,1.0,0.0,"China will surpass the US as the world's largest air travel market in the next 5 years, according to IATA forecast… https://t.co/2Z3lWPEYcU",70,@CNN
0.0,Sun Nov 05 11:01:05 +0000 2017,0.0,1.0,0.0,Court filings show Paul Manafort has three US passports. How many can you really own? Here's a closer look.… https://t.co/J8ZLwPWG4b,71,@CNN
0.0258,Sun Nov 05 10:31:01 +0000 2017,0.0,0.936,0.064,"Taxes on cannabis could reach as high as 45% in parts of California, according to a report https://t.co/I7YHhQVyQB",72,@CNN
0.0,Sun Nov 05 10:01:04 +0000 2017,0.0,1.0,0.0,5 changes to Obamacare open enrollment for 2018 https://t.co/4YYAEeV7AY https://t.co/5EZ40NagUq,73,@CNN
-0.743,Sun Nov 05 09:31:05 +0000 2017,0.272,0.645,0.082,"Syria was responsible for the sarin gas attack that killed more than 80 people earlier this year, a UN report finds… https://t.co/iNixmHKv3w",74,@CNN
0.0,Sun Nov 05 09:01:04 +0000 2017,0.0,1.0,0.0,"Tropical storms and swelling sea levels could flood NYC every five years between 2030 and 2045, a new study says… https://t.co/VgifeWmK27",75,@CNN
-0.2263,Sun Nov 05 08:31:09 +0000 2017,0.192,0.808,0.0,The forgotten mothers and babies of Zika https://t.co/eMAtQMP2ch https://t.co/VvL589j04L,76,@CNN
-0.8885,Sun Nov 05 08:01:04 +0000 2017,0.356,0.644,0.0,"Death rates for heart disease, cancer and HIV are down in the US, but overdose death rate has risen, CDC says… https://t.co/theP2foXK8",77,@CNN
0.2732,Sun Nov 05 07:31:06 +0000 2017,0.0,0.826,0.174,Three surprising ways the Protestant Reformation shaped our world https://t.co/E1PkTWViEZ https://t.co/UqKvO48djs,78,@CNN
0.0,Sun Nov 05 07:01:05 +0000 2017,0.0,1.0,0.0,Who's who in the Trump-Russia saga https://t.co/dgSZLFL6VV https://t.co/28OKDbT1Zz,79,@CNN
-0.507,Sun Nov 05 06:31:09 +0000 2017,0.23,0.77,0.0,The most spectacular abandoned castles around the world https://t.co/OxU6bpIrYP via @cnntravel https://t.co/jcPzlKPu9e,80,@CNN
0.2732,Sun Nov 05 06:01:05 +0000 2017,0.103,0.739,0.158,This Houston officer helped save hundreds of lives during Hurricane Harvey — while battling stage 4 colon cancer… https://t.co/jyuqfEouat,81,@CNN
-0.8442,Sun Nov 05 04:31:03 +0000 2017,0.323,0.677,0.0,A new report concludes that an environmentalist's murder was part of a criminal plot that was months in the making https://t.co/1Tzc6wuXwz,82,@CNN
-0.128,Sun Nov 05 04:01:07 +0000 2017,0.14,0.739,0.121,"Two Georgia teens, friends from childhood, died from lethal doses of fentanyl on the same day and half a mile apart… https://t.co/zbMZTOOZwP",83,@CNN
0.0,Sun Nov 05 03:31:06 +0000 2017,0.0,1.0,0.0,A soldier deployed before he could finish painting his house. So these students jumped in to finish the job.… https://t.co/ezsh2PSzYz,84,@CNN
0.0,Sun Nov 05 03:01:09 +0000 2017,0.0,1.0,0.0,A new study links pesticide residues in fruits and vegetables with women's fertility issues https://t.co/watgjAiuLD https://t.co/2KTTgXZYjT,85,@CNN
-0.4767,Sun Nov 05 02:48:27 +0000 2017,0.237,0.763,0.0,"Eleven princes arrested in Saudi Arabian anti-corruption sweep, Al-Arabiya reports. https://t.co/09rW8uGXwp",86,@CNN
0.4939,Sun Nov 05 02:47:23 +0000 2017,0.0,0.856,0.144,Couples are turning to a new kind of dating website to save their marriage. @lisaling learns what a “throuple” is a… https://t.co/VzaPKJQNh7,87,@CNN
0.5859,Sun Nov 05 02:31:03 +0000 2017,0.0,0.774,0.226,This Sports Illustrated cover from 2014 predicted the Astros' World Series win https://t.co/MU4SlGqFDk https://t.co/AJHKOQ7Jhj,88,@CNN
-0.3612,Sun Nov 05 02:01:04 +0000 2017,0.217,0.783,0.0,US passports will identify convicted child sex offenders https://t.co/xELM7Jyspw https://t.co/2usMVZ3MEv,89,@CNN
0.2023,Sun Nov 05 01:31:05 +0000 2017,0.0,0.909,0.091,"Beyoncé will be a part of Disney's upcoming live-action version of ""The Lion King,"" playing the character of Nala… https://t.co/xTvf4GcxCT",90,@CNN
0.0,Sun Nov 05 01:22:49 +0000 2017,0.0,1.0,0.0,President Trump touched down in Japan late Saturday ahead of a 13-day trek through Asia https://t.co/4M1t2Jp1KB,91,@CNN
0.0,Sun Nov 05 01:01:07 +0000 2017,0.0,1.0,0.0,"Double beds, swivel chairs. Here's a look at Singapore Airlines' new luxury suites https://t.co/0YjhV2c81O https://t.co/ulJKIq6Tus",92,@CNN
-0.4404,Sun Nov 05 00:31:04 +0000 2017,0.146,0.854,0.0,"Gender inequality actually worsened around the world in 2017, according to a report from the World Economic Forum… https://t.co/4wU497WQcO",93,@CNN
-0.4215,Sun Nov 05 00:02:33 +0000 2017,0.149,0.851,0.0,Drone footage shows the devastation caused by Hurricane Maria in Puerto Rico's El Yunque National Rainforest… https://t.co/h2f3ceauZQ,94,@CNN
0.6249,Sat Nov 04 23:31:04 +0000 2017,0.0,0.814,0.186,Scientists have found evidence of a roughly 100-foot-long space hidden within the walls of the Great Pyramid of Giz… https://t.co/p3daFqOt7X,95,@CNN
0.0,Sat Nov 04 23:01:06 +0000 2017,0.0,1.0,0.0,This photographer spent almost a decade taking photos of Japan's vending machines in the most remote locations… https://t.co/CgmY4oXKQD,96,@CNN
-0.5499,Sat Nov 04 22:45:06 +0000 2017,0.246,0.754,0.0,"The Las Vegas shooter had money troubles prior to the attack, but his motive is still unclear, sheriff says… https://t.co/Ju8BhpZVfD",97,@CNN
-0.5994,Sat Nov 04 22:30:13 +0000 2017,0.178,0.822,0.0,San Juan mayor says the hurricane death toll in Puerto Rico could be 10 times higher than reported… https://t.co/0kzf6kbkFj,98,@CNN
0.25,Sat Nov 04 22:15:12 +0000 2017,0.0,0.9,0.1,A University of Miami art professor created Ku Klux Klan-style hoods out of American flags for a faculty art exhibi… https://t.co/HIpnBJPkzO,99,@CNN
0.743,Mon Nov 06 00:31:52 +0000 2017,0.0,0.722,0.278,".@POTUS on Texas shooting: ""All of America is praying to God to help the wounded and the families of the victims."" https://t.co/YctBTx72Yd",0,@FoxNews
-0.5859,Mon Nov 06 00:30:22 +0000 2017,0.27,0.73,0.0,".@POTUS on Texas shooting: ""Through the tears and through the sadness, we stand strong."" https://t.co/tvlch0G0dm",1,@FoxNews
-0.3182,Mon Nov 06 00:28:59 +0000 2017,0.119,0.881,0.0,".@POTUS on Texas shooting: ""Our thoughts and prayers are with the victims and families of today's attack."" https://t.co/94N3yzI0hI",2,@FoxNews
0.0,Mon Nov 06 00:12:58 +0000 2017,0.0,1.0,0.0,Celebrities react to Texas church mass shooting https://t.co/55Sm9m1lNT,3,@FoxNews
-0.4404,Sun Nov 05 23:56:15 +0000 2017,0.162,0.838,0.0,Moments ago @GovAbbott offered words of mourning before meeting w/ families of #SutherlandSprings shooting victims… https://t.co/CBCiDThxpp,4,@FoxNews
0.0,Sun Nov 05 23:48:35 +0000 2017,0.0,1.0,0.0,"DPS Regional Dir.: ""We don't know if it was a self-inflicted gunshot wound or if [Kelley] was shot by a local resid… https://t.co/0NZZCAp9lV",5,@FoxNews
-0.296,Sun Nov 05 23:47:01 +0000 2017,0.196,0.804,0.0,DPS Regional Dir.: No motive at this time. #SutherlandSprings https://t.co/XO6sALXEWD,6,@FoxNews
-0.3182,Sun Nov 05 23:44:35 +0000 2017,0.141,0.859,0.0,".@wilsonsheriff: ""We don't know names of any of the victims at this time."" #SutherlandSprings https://t.co/EZamBeyVgT",7,@FoxNews
0.5574,Sun Nov 05 23:43:39 +0000 2017,0.0,0.739,0.261,".@GovAbbott: ""I want to express my gratitude to @POTUS, who called from overseas."" #SutherlandSprings https://t.co/LRC3Atj7h5",8,@FoxNews
-0.4215,Sun Nov 05 23:42:47 +0000 2017,0.203,0.797,0.0,".@GovAbbott: ""San Antonio area hospitals and trauma centers have coordinated."" #SutherlandSprings https://t.co/Yh2h6CbYD4",9,@FoxNews
0.7096,Sun Nov 05 23:42:13 +0000 2017,0.0,0.742,0.258,".@GovAbbott: ""Tell your friend and your neighbor that you support them and that you will work with them.""… https://t.co/OJJqxpBpU9",10,@FoxNews
0.3612,Sun Nov 05 23:41:45 +0000 2017,0.0,0.884,0.116,".@GovAbbott: ""We ask for God's comfort, for God's guidance, and for God's healing for all those who are suffering.""… https://t.co/Hu8Mfu0oIE",11,@FoxNews
-0.4767,Sun Nov 05 23:41:20 +0000 2017,0.119,0.881,0.0,".@GovAbbott: ""I'm sad to tell you, to confirm at least at this moment in time, there are 26 lives that have been lo… https://t.co/bLqOUIv8SE",12,@FoxNews
0.6597,Sun Nov 05 23:40:55 +0000 2017,0.0,0.735,0.265,".@GovAbbott: ""We appreciate the first responders and what they've done to help respond to this challenge.""… https://t.co/LszB3vcWCv",13,@FoxNews
0.0,Sun Nov 05 23:40:18 +0000 2017,0.0,1.0,0.0,".@GovAbbott: ""We are dealing with the largest mass shooting in our state's history."" https://t.co/zDk1TME9bd",14,@FoxNews
0.4019,Sun Nov 05 23:39:54 +0000 2017,0.0,0.769,0.231,".@GovAbbott: ""Texans come together to help their fellow Texans."" https://t.co/w5D9OglYeU",15,@FoxNews
-0.6486,Sun Nov 05 23:36:21 +0000 2017,0.281,0.719,0.0,"#SutherlandSpringsShooting killer ID'd as Devin Patrick Kelley, 26-year-old white male. https://t.co/YAre0fZfhd https://t.co/FjUUw6TEdI",16,@FoxNews
0.0,Sun Nov 05 23:32:18 +0000 2017,0.0,1.0,0.0,Right Now: Awaiting news conference on #SutherlandSpringsShooting - For full coverage tune in to Fox News Channel.… https://t.co/WTcqwbESd2,17,@FoxNews
-0.296,Sun Nov 05 23:31:31 +0000 2017,0.136,0.864,0.0,".@BretBaier: Authorities: Gunman is Devin Patrick Kelley, 26, white male, no motive yet. #SutherlandSprings… https://t.co/dDeYCF1MBc",18,@FoxNews
0.0,Sun Nov 05 23:28:22 +0000 2017,0.0,1.0,0.0,"Gunman ID'd as Devin Patrick Kelley, 26, male from community just outside San Antonio. #SutherlandSprings… https://t.co/FcH6G33Mj5",19,@FoxNews
-0.6597,Sun Nov 05 23:27:22 +0000 2017,0.206,0.794,0.0,.@DanPatrick's message in the wake of the horrific mass shooting at First Baptist Church in Sutherland Springs.… https://t.co/xtrrG7Y1rI,20,@FoxNews
0.0,Sun Nov 05 23:26:36 +0000 2017,0.0,1.0,0.0,.@SenateMajLdr responds to Sutherland Springs church shooting. https://t.co/8NQi3CZUUi https://t.co/oUbFAYKIoq,21,@FoxNews
0.0,Sun Nov 05 23:26:07 +0000 2017,0.0,1.0,0.0,Right Now: Awaiting news conference on #SutherlandSpringsShooting - For full coverage tune in to Fox News Channel.… https://t.co/fP3WrbXgS0,22,@FoxNews
0.0,Sun Nov 05 23:22:45 +0000 2017,0.0,1.0,0.0,BREAKING NEWS: Gunman in Texas church massacre identified to The Associated Press as Devin Kelley. https://t.co/YAre0fZfhd,23,@FoxNews
-0.3182,Sun Nov 05 23:19:49 +0000 2017,0.204,0.796,0.0,"Texas church shooting: What we know about the victims

https://t.co/fXVxyLiECr",24,@FoxNews
0.0,Sun Nov 05 23:18:16 +0000 2017,0.0,1.0,0.0,"Texas Attorney General: Church Shooting Is 'Going to Happen Again'
https://t.co/KDJppJKscg",25,@FoxNews
0.0,Sun Nov 05 23:16:27 +0000 2017,0.0,1.0,0.0,.@IvankaTrump responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/Hh4zUV0cK1,26,@FoxNews
-0.4019,Sun Nov 05 23:15:02 +0000 2017,0.252,0.748,0.0,Chelsea Handler Blames Republicans for Texas Massacre https://t.co/igmwGSzbnX https://t.co/zy3qLs3Qgp,27,@FoxNews
0.0,Sun Nov 05 23:11:19 +0000 2017,0.0,1.0,0.0,.@SenFeinstein responds to Sutherland Springs church shooting. https://t.co/8NQi3CZUUi https://t.co/HGrHU63VPU,28,@FoxNews
-0.6705,Sun Nov 05 23:10:01 +0000 2017,0.31,0.69,0.0,Up to 27 killed in mass shooting at Texas church   https://t.co/EmySBP97Nu,29,@FoxNews
0.0,Sun Nov 05 23:07:00 +0000 2017,0.0,1.0,0.0,.@tedcruz responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/DCifp0sxXP,30,@FoxNews
0.0,Sun Nov 05 23:06:23 +0000 2017,0.0,1.0,0.0,.@FLOTUS responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/zcc4CR534G,31,@FoxNews
0.0,Sun Nov 05 23:06:04 +0000 2017,0.0,1.0,0.0,.@JohnCornyn responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/x6CQpBxHL2,32,@FoxNews
-0.4019,Sun Nov 05 23:01:24 +0000 2017,0.278,0.722,0.0,"Chelsea Handler Blames Republicans for Texas Massacre
https://t.co/igmwGSQMMx",33,@FoxNews
-0.3612,Sun Nov 05 22:58:42 +0000 2017,0.27,0.552,0.178,"Texas Shooting Witness: We Have to Overcome Evil With Good

https://t.co/aqM4cheMPk",34,@FoxNews
-0.6597,Sun Nov 05 22:54:04 +0000 2017,0.206,0.794,0.0,.@DanPatrick's message in the wake of the horrific mass shooting at First Baptist Church in Sutherland Springs.… https://t.co/RkjnhftROL,35,@FoxNews
0.0,Sun Nov 05 22:53:37 +0000 2017,0.0,1.0,0.0,.@JustinTrudeau responds to Sutherland Springs church shooting. https://t.co/8NQi3CZUUi https://t.co/Qt9ig7PRrN,36,@FoxNews
0.0,Sun Nov 05 22:50:20 +0000 2017,0.0,1.0,0.0,Right Now: Awaiting news conference on #SutherlandSpringsShooting - For full coverage tune in to Fox News Channel.… https://t.co/K5OqYhucrF,37,@FoxNews
0.0,Sun Nov 05 22:48:43 +0000 2017,0.0,1.0,0.0,.@BernieSanders responds to Sutherland Springs church shooting. https://t.co/8NQi3CZUUi https://t.co/zNxHqLy9Ze,38,@FoxNews
0.8086,Sun Nov 05 22:47:13 +0000 2017,0.0,0.671,0.329,".@DanPatrick: ""As Christians, we stand firm on a day like today in our faith. We will not be shaken in our faith fo… https://t.co/cNzb6tBMrN",39,@FoxNews
-0.6705,Sun Nov 05 22:44:59 +0000 2017,0.31,0.69,0.0,Up to 27 killed in mass shooting at Texas church https://t.co/EmySBP97Nu,40,@FoxNews
-0.2263,Sun Nov 05 22:36:58 +0000 2017,0.13,0.779,0.091,".@DanPatrick: ""We do not stand down when we are attacked. We stand up for the God that we love.""… https://t.co/pViBpHfHEO",41,@FoxNews
0.4215,Sun Nov 05 22:36:27 +0000 2017,0.0,0.859,0.141,".@DanPatrick: ""We get through these times as believers... Faith is what gets all of us through this.""… https://t.co/25S3ytG9Uy",42,@FoxNews
0.0,Sun Nov 05 22:34:33 +0000 2017,0.0,1.0,0.0,Right Now: Awaiting news conference on #SutherlandSpringsShooting - For full coverage tune in to Fox News Channel.… https://t.co/alxXxqYNHF,43,@FoxNews
-0.6705,Sun Nov 05 22:32:49 +0000 2017,0.333,0.667,0.0,"Pastor's 14-Year-Old Daughter Killed in #SutherlandSprings Texas Church Shooting
https://t.co/bwLRFPOrO2",44,@FoxNews
0.0,Sun Nov 05 22:29:53 +0000 2017,0.0,1.0,0.0,.@SenFranken responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/O49xnzNmLp,45,@FoxNews
0.0,Sun Nov 05 22:24:16 +0000 2017,0.0,1.0,0.0,Texas church massacre among the deadliest US mass shootings https://t.co/igESUcx5Hp,46,@FoxNews
0.0,Sun Nov 05 22:24:04 +0000 2017,0.0,1.0,0.0,"Sutherland Springs Witness: ""We just did what we do - we prayed."" https://t.co/oxEOUofTV3 https://t.co/c6lJaE4udI",47,@FoxNews
0.4168,Sun Nov 05 22:22:04 +0000 2017,0.0,0.848,0.152,".@_SBTC Exec Dir Richards: ""This will not stop the Gospel of Christ. This will not stop the godly people who seek t… https://t.co/EeM4jchLLL",48,@FoxNews
-0.6705,Sun Nov 05 22:19:33 +0000 2017,0.333,0.667,0.0,.@RepCuellar: Pregnant woman among those killed in #SutherlandSpringsShooting. https://t.co/YAre0fZfhd https://t.co/cDegbAtkOu,49,@FoxNews
0.0,Sun Nov 05 22:18:07 +0000 2017,0.0,1.0,0.0,Right Now: Awaiting news conference on #SutherlandSpringsShooting - For full coverage tune in to Fox News Channel.… https://t.co/QUwuTofD4d,50,@FoxNews
0.0,Sun Nov 05 22:15:01 +0000 2017,0.0,1.0,0.0,.@RepTimRyan responds to Sutherland Springs shooting. https://t.co/8NQi3DhvLQ https://t.co/QNPIDZcZLF,51,@FoxNews
0.0,Sun Nov 05 22:09:01 +0000 2017,0.0,1.0,0.0,.@SpeakerRyan responds to Sutherland Springs shooting. https://t.co/8NQi3DhvLQ https://t.co/YfR4GlsGpy,52,@FoxNews
-0.6705,Sun Nov 05 22:05:13 +0000 2017,0.231,0.769,0.0,".@KenPaxtonTX: ""There may be up to 25, 27 people killed, and many more injured."" #SutherlandSprings… https://t.co/JL8zMZe8Ea",53,@FoxNews
0.0,Sun Nov 05 22:05:06 +0000 2017,0.0,1.0,0.0,.@IvankaTrump responds to Sutherland Springs shooting. https://t.co/8NQi3DhvLQ https://t.co/82wVYmZPW3,54,@FoxNews
-0.8176,Sun Nov 05 22:03:42 +0000 2017,0.429,0.571,0.0,"At least 20 feared dead in mass shooting at #SutherlandSpringsTexas church
https://t.co/EmySBP97Nu",55,@FoxNews
0.0,Sun Nov 05 22:00:06 +0000 2017,0.0,1.0,0.0,.@JohnCornyn responds to Sutherland Springs shooting. https://t.co/8NQi3DhvLQ https://t.co/IaHwUbgznc,56,@FoxNews
-0.6705,Sun Nov 05 21:56:00 +0000 2017,0.36,0.64,0.0,"Pastor's 14-Year-Old Daughter Killed in Texas Church Shooting
https://t.co/bwLRFPOrO2",57,@FoxNews
0.0,Sun Nov 05 21:48:29 +0000 2017,0.0,1.0,0.0,".@KenPaxtonTX: ""Everyone in the community is going to know someone... Who expects this on a Sunday morning in a chu… https://t.co/JcACGGIBwL",58,@FoxNews
0.0,Sun Nov 05 21:46:50 +0000 2017,0.0,1.0,0.0,".@KenPaxtonTX: May take days or weeks to figure out gunman's motive, if ever. #SutherlandSpringsTexas https://t.co/QfHPjGO7Of",59,@FoxNews
0.0,Sun Nov 05 21:46:04 +0000 2017,0.0,1.0,0.0,.@nancypelosi responds to Sutherland Springs shooting. https://t.co/8NQi3DhvLQ https://t.co/k3vOSC7Ncl,60,@FoxNews
-0.6705,Sun Nov 05 21:46:03 +0000 2017,0.231,0.769,0.0,".@KenPaxtonTX: ""There may be up to 25, 27 people killed, and many more injured."" #SutherlandSpringsTexas https://t.co/X9FawGfAt4",61,@FoxNews
0.0,Sun Nov 05 21:44:33 +0000 2017,0.0,1.0,0.0,"Moments ago, @GregAbbott_TX tweeted that he was heading to #SutherlandSprings. https://t.co/YAre0fZfhd https://t.co/Fg7wQXGzQO",62,@FoxNews
0.0,Sun Nov 05 21:32:03 +0000 2017,0.0,1.0,0.0,.@FLOTUS responds to Sutherland Springs shooting. https://t.co/8NQi3DhvLQ https://t.co/jCFRLxCQOO,63,@FoxNews
-0.6705,Sun Nov 05 21:30:11 +0000 2017,0.209,0.791,0.0,".@ArthelNeville: Daughter of Pastor Frank Pomeroy of First Baptist Church in Sutherland Springs, Texas, killed in h… https://t.co/yHOn2dUXqw",64,@FoxNews
0.0,Sun Nov 05 21:29:21 +0000 2017,0.0,1.0,0.0,"Sutherland Springs, Texas, church shooting the deadliest church shooting in almost 20 years. https://t.co/YAre0fHDSD https://t.co/U8FKkOe3e6",65,@FoxNews
0.0,Sun Nov 05 21:23:38 +0000 2017,0.0,1.0,0.0,.@tedcruz responds to Sutherland Springs shooting. https://t.co/8NQi3CZUUi https://t.co/AEsAaiBIau,66,@FoxNews
0.4168,Sun Nov 05 21:18:15 +0000 2017,0.0,0.848,0.152,".@_SBTC Exec Dir Richards: ""This will not stop the Gospel of Christ. This will not stop the godly people who seek t… https://t.co/qZ3vbCISNb",67,@FoxNews
-0.3612,Sun Nov 05 21:11:09 +0000 2017,0.254,0.578,0.168,Texas Shooting Witness: We Have to Overcome Evil With Good https://t.co/oxEOUofTV3 https://t.co/sDXgGS5jDI,68,@FoxNews
